image_data_points,molecular_data_biomarker,molecular_data_cna,molecular_data_expression,molecular_data_immunemarker,molecular_data_mut,molecular_data_points_total,model_type_cell_line,model_type_organoid,model_type_other,model_type_total,sample_type_cell,sample_type_patient,sample_type_total,release,provider,treatment_data_points,model_type_pdx,sample_type_xenograft,drug_data_points
268,94,8972204,9644940,110,57387,18675003,104,94,33,231,1482,82,1564,PDCM_DR_v5.2,BROD,,,,
0,0,2861617,2869983,0,15432,5747668,104,94,33,321,0,802,802,PDCM_DR_v5.2,CCIA,636,90,,
0,0,1125355,1128645,0,4841,2259477,104,94,33,356,0,315,315,PDCM_DR_v5.2,CHOP,636,125,,
0,0,12583720,11923545,5870,808902,25322037,1613,135,33,1906,66756,0,66756,PDCM_DR_v5.2,CMP,0,125,,
1550,438,21105072,39427529,1554,3382462,63918683,1613,135,33,2446,0,0,3741,PDCM_DR_v5.2,CRL,78,665,3741,
197,239,7153514,6308640,248,24779,13487617,1613,356,33,2667,2097,66,2163,PDCM_DR_v5.2,CSHL,0,665,0,
0,0,13206,446736,160,1287,461389,1613,388,33,2699,1688,0,1688,PDCM_DR_v5.2,CUIMC,0,665,0,
0,52,0,0,0,32,406,1613,403,33,2748,0,0,76,PDCM_DR_v5.2,Curie-BC,155,699,76,167
0,12,89123,0,0,495,89643,1613,403,33,2754,0,0,23,PDCM_DR_v5.2,Curie-LC,0,705,23,13
0,0,0,0,0,0,0,1613,403,33,2759,0,0,0,PDCM_DR_v5.2,Curie-OC,0,710,0,0
0,0,0,0,213,0,3727,1613,403,33,3494,0,0,71,PDCM_DR_v5.2,DFCI-CPDM,0,1445,71,3514
0,0,2507934,2515266,0,11193,5036293,1613,403,33,3575,0,700,700,PDCM_DR_v5.2,GCCRI,1900,1526,0,0
0,105,0,0,0,0,176,1613,403,33,3642,0,33,35,PDCM_DR_v5.2,HCI-BCM,61,1593,2,10
0,0,0,0,0,0,0,1613,437,33,3676,0,0,0,PDCM_DR_v5.2,HKU,0,1593,0,0
0,0,11658,5044592,0,26035,5082835,1613,437,33,4315,0,39,1752,PDCM_DR_v5.2,IRCC-CRC,0,2232,1713,550
0,0,11809,0,0,17418,29247,1613,437,33,4391,0,0,226,PDCM_DR_v5.2,IRCC-GC,20,2308,226,0
2680,0,147915,206523,1480,135105,494106,1613,437,33,4818,0,0,18736,PDCM_DR_v5.2,JAX,0,2735,18736,403
0,6,137715,539297,0,117,677175,1613,437,33,4863,0,0,104,PDCM_DR_v5.2,LIH,40,2780,104,0
0,0,1350426,1348129,0,10329,2708884,1613,437,33,4910,0,292,292,PDCM_DR_v5.2,LurieChildrens,0,2827,0,0
0,0,0,0,0,0,0,1613,437,33,5226,0,0,0,PDCM_DR_v5.2,MDAnderson,0,3143,0,0
0,0,257224,257976,0,985,516742,1613,437,33,5234,0,67,67,PDCM_DR_v5.2,MDAnderson-CCH,557,3151,0,0
0,21,255864,1229016,0,393427,1878328,1613,437,33,5241,0,63,121,PDCM_DR_v5.2,NKI,0,3158,58,0
0,0,0,12564723,4080,18743,12588836,1836,664,33,6372,21141,7023,31068,PDCM_DR_v5.2,PDMR,1290,3839,2904,0
0,0,3148113,0,0,311346,3459459,1836,664,33,6795,0,179,1018,PDCM_DR_v5.2,PMLB,0,4262,839,0
0,0,0,0,0,0,0,1836,916,33,7047,0,0,0,PDCM_DR_v5.2,PMLB-Organoid,0,4262,0,0
103,123,5213578,3882240,105,20120,9116269,1836,1032,33,7163,958,18,976,PDCM_DR_v5.2,SANG,0,4262,0,0
0,0,0,0,585,0,585,1836,1032,33,7333,0,0,195,PDCM_DR_v5.2,SJCRH,0,4432,195,0
0,94,0,0,0,10,192,1836,1032,33,7364,0,18,31,PDCM_DR_v5.2,TRACE,80,4463,13,8
0,0,0,0,0,0,0,1836,1032,33,7391,0,0,0,PDCM_DR_v5.2,UCD,0,4490,0,0
0,0,0,0,0,0,0,1836,1032,33,7399,0,0,0,PDCM_DR_v5.2,UMCG,0,4498,0,0
0,240,1020326,595188,0,7994,1623858,1836,1032,33,7458,0,151,326,PDCM_DR_v5.2,UOC-BC,110,4557,175,0
0,102,0,402940,0,204,403286,1836,1032,33,7470,0,12,53,PDCM_DR_v5.2,UOM-BC,40,4569,41,0
0,23,0,0,0,0,23,1836,1032,33,7477,0,2,9,PDCM_DR_v5.2,VHIO-BC,0,4576,7,0
0,0,0,0,0,299,299,1836,1032,33,7551,0,0,4,PDCM_DR_v5.2,VHIO-CRC,0,4650,4,0
0,0,0,0,0,0,0,1836,1032,33,7594,0,0,0,PDCM_DR_v5.2,VHIO-PC,0,4693,0,0
22,25,545607,727920,15,5383,1278972,1836,1047,33,7609,95,6,101,PDCM_DR_v5.2,WCMC,0,4693,0,0
0,0,0,0,0,0,0,1836,1047,33,7728,0,0,0,PDCM_DR_v5.2,WUSTL,0,4812,0,0
0,0,0,0,0,0,0,1836,1047,33,7985,0,0,0,PDCM_DR_v5.2,Wistar-MDAnderson-Penn,0,5069,0,0
